2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,0.9285714285714286
15,0.9333333333333333
16,0.9375
17,0.8823529411764706
18,0.8888888888888888
19,0.8421052631578947
20,0.85
21,0.8571428571428571
22,0.8181818181818182
23,0.8260869565217391
24,0.8333333333333334
25,0.84
26,0.8461538461538461
27,0.8518518518518519
28,0.8214285714285714
29,0.8275862068965517
30,0.8
31,0.7741935483870968
32,0.78125
33,0.7878787878787878
34,0.7941176470588235
35,0.8
36,0.7777777777777778
37,0.7837837837837838
38,0.7894736842105263
39,0.7948717948717948
40,0.8
41,0.8048780487804879
42,0.8095238095238095
43,0.7906976744186046
44,0.7727272727272727
45,0.7777777777777778
46,0.782608695652174
47,0.7872340425531915
48,0.8333333333333334
49,0.8367346938775511
50,0.84
52,0.8461538461538461
54,0.8518518518518519
56,0.8571428571428571
58,0.8448275862068966
60,0.8333333333333334
62,0.8225806451612904
64,0.828125
66,0.8333333333333334
68,0.8235294117647058
70,0.8142857142857143
72,0.8194444444444444
74,0.8243243243243243
76,0.8157894736842105
78,0.7948717948717948
80,0.7875
82,0.7926829268292683
84,0.7976190476190477
86,0.8023255813953488
88,0.7954545454545454
90,0.8
92,0.7934782608695652
94,0.7978723404255319
96,0.8020833333333334
98,0.7959183673469388
100,0.8
103,0.7961165048543689
106,0.7830188679245284
109,0.7889908256880734
112,0.7946428571428571
115,0.782608695652174
118,0.788135593220339
121,0.7768595041322314
124,0.782258064516129
127,0.7795275590551181
130,0.7769230769230769
133,0.7744360902255639
136,0.7647058823529411
139,0.7697841726618705
142,0.7605633802816901
145,0.7586206896551724
148,0.7635135135135135
