2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,1.0
48,1.0
49,1.0
50,1.0
52,1.0
54,1.0
56,1.0
58,1.0
60,1.0
62,1.0
64,1.0
66,1.0
68,1.0
70,1.0
72,1.0
74,1.0
76,1.0
78,1.0
80,1.0
82,1.0
84,1.0
86,1.0
88,1.0
90,1.0
92,1.0
94,1.0
96,0.9895833333333334
98,0.9897959183673469
100,0.99
103,0.9902912621359223
106,0.9905660377358491
109,0.9908256880733946
112,0.9910714285714286
115,0.991304347826087
118,0.9915254237288136
121,0.9834710743801653
124,0.9838709677419355
127,0.984251968503937
130,0.9846153846153847
133,0.9849624060150376
136,0.9779411764705882
139,0.9784172661870504
142,0.9788732394366197
145,0.9793103448275862
148,0.9797297297297297
151,0.9801324503311258
155,0.9806451612903225
159,0.9811320754716981
163,0.9754601226993865
167,0.9760479041916168
171,0.9766081871345029
175,0.9714285714285714
179,0.9720670391061452
183,0.9726775956284153
187,0.9732620320855615
191,0.9738219895287958
195,0.9743589743589743
199,0.9748743718592965
203,0.9753694581280788
208,0.9759615384615384
213,0.971830985915493
218,0.9724770642201835
223,0.9730941704035875
228,0.9736842105263158
233,0.9742489270386266
238,0.9747899159663865
243,0.9711934156378601
248,0.967741935483871
253,0.9683794466403162
259,0.9691119691119691
265,0.969811320754717
271,0.9704797047970479
277,0.9711191335740073
283,0.9717314487632509
289,0.972318339100346
295,0.9728813559322034
301,0.973421926910299
308,0.974025974025974
315,0.9714285714285714
322,0.9720496894409938
329,0.9726443768996961
336,0.9732142857142857
343,0.9737609329446064
350,0.9714285714285714
358,0.9720670391061452
366,0.9699453551912568
374,0.9679144385026738
382,0.9685863874345549
390,0.9692307692307692
398,0.9673366834170855
406,0.9679802955665024
415,0.9710843373493976
424,0.9716981132075472
433,0.976905311778291
442,0.9773755656108597
451,0.9778270509977827
461,0.9783080260303688
471,0.9766454352441614
481,0.9771309771309772
491,0.9755600814663951
501,0.9780439121756487
512,0.978515625
523,0.9789674952198852
534,0.9794007490636704
545,0.9761467889908257
556,0.9748201438848921
568,0.9735915492957746
580,0.9741379310344828
592,0.9746621621621622
604,0.9751655629139073
617,0.9756888168557536
630,0.9746031746031746
643,0.9751166407465007
656,0.975609756097561
670,0.9761194029850746
684,0.9766081871345029
698,0.9756446991404012
712,0.9747191011235955
727,0.9738651994497937
742,0.9730458221024259
757,0.9709379128137384
773,0.9689521345407504
789,0.9708491761723701
805,0.9701863354037267
822,0.9708029197080292
839,0.9702026221692491
856,0.969626168224299
874,0.9702517162471396
892,0.9697309417040358
910,0.9703296703296703
929,0.9687836383207751
948,0.9662447257383966
967,0.9669079627714581
987,0.9665653495440729
1007,0.9652432969215492
1028,0.9659533073929961
1049,0.9656816015252622
1070,0.9654205607476636
1092,0.9652014652014652
1114,0.9658886894075404
1137,0.9648197009674582
1160,0.9646551724137931
1184,0.9636824324324325
1208,0.9627483443708609
1233,0.9618815896188159
1258,0.9626391096979332
1284,0.9633956386292835
1310,0.9633587786259542
1337,0.9633507853403142
1364,0.9640762463343109
1392,0.9633620689655172
1420,0.9633802816901409
1449,0.9641131815044859
1478,0.9641407307171854
1508,0.963527851458886
1539,0.9629629629629629
1570,0.9636942675159236
1602,0.9637952559300874
1635,0.963914373088685
1668,0.9640287769784173
1702,0.9629847238542891
1737,0.9637305699481865
1772,0.9627539503386005
1808,0.9618362831858407
1845,0.962059620596206
1882,0.9617428267800212
1920,0.9619791666666667
1959,0.9617151607963247
1999,0.961480740370185
2039,0.9632172633643943
2080,0.9629807692307693
2122,0.9632422243166824
2165,0.9630484988452656
2209,0.9633318243549117
2254,0.963620230700976
2300,0.9634782608695652
2347,0.9633574776310183
2394,0.9632414369256475
2442,0.961916461916462
2491,0.9610598153352068
2541,0.9614325068870524
2592,0.9598765432098766
2644,0.959909228441755
2697,0.9599555061179088
2751,0.9592875318066157
2807,0.9618810117563235
2864,0.9622905027932961
2922,0.9623545516769336
2981,0.9624287151962428
3041,0.9615258138770142
3102,0.9616376531270149
3165,0.9614533965244866
3229,0.9609786311551564
3294,0.9614450516089861
3360,0.9616071428571429
3428,0.9609101516919487
3497,0.9611095224478124
3567,0.9615923745444351
3639,0.960978290739214
3712,0.9612068965517241
3787,0.9609189331925007
3863,0.9609112089049962
3941,0.9604161380360314
4020,0.9604477611940299
4101,0.9600097537186052
4184,0.9603250478011472
4268,0.9608716026241799
4354,0.9602664216812127
